filename,folder #,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,Label
4.38,4.38,1.009857076,6.812756683,0.021659064,0.173824332,0.07461574,0.223847219,1.700907895,0.041473211,4.734015725,27.21452631,-14.85215253,99.68102965,1
5.1,5.1,-0.427361962,0.011734085,0.014974608,0.014974608,0.014974608,0.014974608,0.513553556,-0.169317619,2.261973847,2.567767779,-6.792125919,68.75428265,1
5.5,5.5,-0.364430924,5.966925838,0.015267798,0.119973849,0.049011799,0.196047197,2.263251265,0.495122239,4.43559185,9.053005061,-12.31913741,67.86826254,1
5.6,5.6,-0.421147219,6.94234619,0.006015753,0.042769509,0.021872663,0.196853964,1.878018488,0.113356739,5.386355833,46.95046221,-12.16660509,67.47296286,1
5.7,5.7,-0.263821869,3.365122941,0.005527107,0.046050993,0.020344622,0.142412352,2.324530832,1.328911228,4.127916596,11.62265416,-5.897364014,63.15838313,1
5.8,5.8,-0.064761136,0.502173279,0.001763291,0.01588628,0.006606557,0.046245902,0.64184679,0.004776208,7.810712745,29.52495233,-2.286733762,68.50876581,1
5.11,5.11,0.52471436,0.689835332,0.002789236,0.01086462,0.00525097,0.042007762,0.466930563,0.031601986,5.184888763,15.40870858,-2.037959252,68.62942106,1
5.12,5.12,0.543666239,0.892108236,0.001591946,0.003533498,0.002824878,0.011299512,5.105871334,4.501652611,5.710090057,10.21174267,-4.075875919,68.11112051,1
5.17,5.17,0.837093427,1.076422891,0.001468403,0.002057989,0.00171024,0.00513072,0.601381894,0.048938374,4.508404678,23.45389385,-16.81598009,51.55674673,1
5.18,5.18,0.740033133,3.336572919,0.002841905,0.022676236,0.011948218,0.119482178,0.923414141,0.079596406,3.911667974,41.55363635,-22.61295925,64.5014167,1
