folder #,filename,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
10.26,15-26.wav,-0.28923,2.466327,0.002873,0.023745,0.007079,0.127429,0.263224,-0.01568,4.361856,21.84756,-4.96574,34.72488,0.476552248,0.091576211,-493.736,59.22535,-0.75291,20.82288,13.14484,3.932131,-1.19133,-5.69365,-0.27979,5.415915,-1.6471,3.082816,0.429623,1.170547,0.814148,1.990825,-4.62592,3.356246,-3.31167,0.32477,1
10.27,15-27.wav,-0.34235,3.960872,0.001908,0.004951,0.002985,0.023878,0.808522,-0.58076,8.278233,87.32032,-2.39154,29.80631,0.491335928,0.05738223,-524.08,63.57388,2.152237,22.1558,14.57979,6.351197,0.850529,-3.52087,-1.96117,6.809677,0.907994,3.556505,0.315871,2.258935,-0.90312,1.298145,-4.1652,3.434804,-2.76491,1.776812,1
10.28,15-28.wav,-0.3481,6.330606,0.003388,0.033556,0.010308,0.288628,0.491922,-0.01705,5.948367,49.68416,-8.10186,12.91588,0.491938412,0.075249992,-567.477,37.51128,0.114222,13.4035,6.57056,3.409563,0.063867,-3.39329,-0.69667,2.196509,-1.14307,2.13554,-1.43085,0.429211,0.477815,0.789947,-2.38765,1.975788,-2.30835,0.031394,1
10.29,15-29.wav,-0.33743,0.536587,0.006145,0.017357,0.010612,0.05306,2.018627,-0.22836,10.75333,48.44704,-12.7305,33.05657,0.435987204,0.134839088,-470.915,78.62967,-2.71111,19.55863,15.13984,4.522241,-3.24754,-8.23153,0.264056,7.801643,-0.33334,3.760968,-2.15629,0.278681,-0.43754,1.763509,-4.48659,4.085365,-5.75591,-0.12199,1
10.3,15-30.wav,-0.24087,3.207234,0.003002,0.003002,0.003002,0.003002,0.651189,0.018739,3.459507,44.93205,1.084168,-7.95231,0.47671029,0.110052198,-469.351,67.81258,2.514841,27.53047,13.77475,7.047031,1.13897,-4.00156,1.372937,8.647719,-1.7173,2.659151,-1.21067,0.767221,-0.51411,2.524815,-4.14305,3.895549,-3.99421,1.160951,1
10.34,15-34.wav,0.662321,3.138079,0.004667,0.008436,0.006552,0.013103,0.799019,0.103399,7.163201,56.73036,-1.79825,32.69036,0.461956173,0.119966261,-432.966,77.70189,4.732064,28.49903,16.73991,7.199384,0.706762,-6.40894,-0.85373,7.423284,0.200037,1.620577,-0.87415,0.822891,0.282005,2.195578,-2.90653,4.055891,-4.25818,0.141891,1
10.35,15-35.wav,0.823313,2.178615,0.007672,0.007672,0.007672,0.007672,1.454198,0.131619,8.100654,53.80534,1.790318,36.8536,0.484722227,0.074575491,-468.243,70.97414,5.835969,27.99801,14.13665,7.387755,-1.43066,-0.92739,1.129722,6.753243,-0.74248,2.41077,-0.33859,2.805743,-0.94012,2.642057,-3.55098,4.720327,-4.86085,0.674291,1
10.36,15-36.wav,1.08458,2.145293,0.003844,0.033659,0.012436,0.111922,1.369066,-0.30751,13.41357,56.1317,4.387207,37.96245,0.432561815,0.170096427,-357.684,96.71192,0.293824,36.89941,18.88667,7.68399,-3.30444,-6.78234,-0.03701,9.925677,-1.49687,2.06446,-0.98296,2.755874,-0.74442,3.052936,-5.01937,6.081588,-6.46533,0.716249,1
10.37,15-37.wav,1.119087,1.986445,0.007321,0.007321,0.007321,0.007321,0.487675,0.157774,2.597078,11.21653,4.307759,38.18866,0.449885637,0.135864109,-408.145,78.30737,6.612674,31.04617,14.85469,7.586156,-1.92636,-4.20645,1.716498,8.186589,-0.78344,1.972515,-0.22461,1.553724,-0.68058,2.037956,-4.12732,5.729945,-6.03155,-0.39915,1
11.1,17-01.wav,0.041511,0.10888,0.02543,0.02543,0.02543,0.02543,0.305907,0.030707,1.138694,2.447256,-4.1408,8.599849,0.507092714,0.070645146,-422.422,126.0878,-18.4637,44.50739,-3.2784,13.78054,-25.5113,-9.88808,-10.6931,-2.86267,-3.85709,-15.5615,0.774506,-7.99568,-1.52291,-11.4038,-0.07317,-5.62088,-4.78296,-5.6992,1
11.2,17-02.wav,0.111279,0.055995,0,0,0,0,0.404946,0.169405,0.641671,3.644518,-3.5658,8.634299,0.3823798,0.137990281,-430.845,116.1334,9.292668,26.4795,-5.4921,10.42932,-21.6598,-2.21379,-16.0081,-4.04028,-20.1444,-3.12532,-4.76737,-13.994,10.04372,-18.8379,0.128123,0.368408,0.955614,-4.24983,1
11.3,17-03.wav,0.138472,0.010183,0.008241,0.008241,0.008241,0.008241,0.334938,0.119091,0.552489,3.349378,-3.42038,8.646106,0.377319783,0.068357937,-511.686,135.7694,33.44622,30.32739,-15.7434,15.28862,-20.0456,-0.34313,-19.4112,-5.27939,-17.4651,-1.22654,-2.08395,-18.4798,8.429533,-15.0319,-1.16052,-4.33319,-3.4144,-5.57093,1
11.4,17-04.wav,0.063676,0.03336,0.000641,0.003169,0.001905,0.00381,0.413087,0.232498,0.649924,5.78322,-2.55867,8.349208,0.496943533,0.04187033,-418.34,127.39,-15.7088,37.53656,-18.7564,28.2062,-26.1007,4.425039,-15.8957,-1.93019,-0.24774,-12.5945,2.870703,-18.5317,6.068126,-15.085,-1.12643,-4.12168,-2.11841,-2.02493,1
11.5,17-05.wav,0.088737,4.31276,0.015995,0.062639,0.038417,0.192085,0.552602,0.238887,1.408104,41.44518,0.959419,8.122587,0.36337626,0.057926483,-496.564,135.3542,12.95408,52.92781,31.3419,13.5838,-31.1357,-2.48384,-20.0192,-5.43302,-17.9778,-7.04119,-7.28459,-11.9915,8.686661,-19.4064,-1.21114,-1.73898,-0.74998,-7.71759,1
11.9,17-09.wav,-0.06656,1.97968,0.040384,0.084595,0.062489,0.124979,0.843077,0.364008,1.50687,15.17539,-0.74127,8.536131,0.379985541,0.468091786,-436.211,100.7715,5.152367,12.52715,13.41259,0.966566,-21.0151,-3.62548,-10.2222,-12.4161,-13.4541,-5.27527,0.98518,-4.64356,-0.41222,-10.7047,-6.44631,-1.94609,-2.05935,-9.26193,1
11.11,17-11.wav,0.567612,1.21735,0.105396,0.105396,0.105396,0.105396,0.676039,0.281482,1.251303,6.760392,-2.93163,8.627911,0.371117711,0.086722068,-495.003,123.3551,41.35126,23.83563,10.61925,6.5121,-21.4305,-8.48672,-18.2951,-12.739,-8.66076,-2.56031,-4.14763,-6.32082,1.038396,-13.4581,-6.42435,-4.66715,-2.35413,-4.74046,1
11.13,17-13.wav,0.55879,0.051108,0.002498,0.002591,0.002544,0.005089,0.599417,0.356821,0.981361,10.7895,-2.59213,8.608001,0.406791627,0.115367912,-508.244,114.4267,51.97794,21.91702,3.309271,0.521973,-14.6761,-6.8431,-10.85,-9.94257,-9.81656,-5.16953,-5.78841,-6.06091,-1.64173,-10.6092,-6.65108,-4.34946,-2.69773,-5.07442,1
11.14,17-14.wav,0.4871,0.981085,0.009817,0.050908,0.030363,0.060725,0.619749,0.337387,0.829352,16.11348,-1.54603,8.436669,0.397751659,0.224549755,-450.351,105.2156,33.83285,18.17694,5.957648,0.092611,-16.8092,-4.30011,-15.4039,-14.673,-12.5967,-5.37027,-2.19506,-4.68491,1.325567,-9.63132,-6.76802,-4.5858,-4.2395,-6.78352,1
11.15,17-15.wav,0.443908,0.097743,0,0,0,0,0.698741,0.557547,0.83095,5.589926,-0.80413,8.608276,0.392075926,0.445959806,-391.478,136.0727,0.856031,17.60752,17.23543,-2.92043,-27.0675,-1.17248,-16.0188,-15.954,-11.402,-6.0245,-2.62067,-1.1814,5.059655,-12.6914,-7.85014,-5.13154,-2.14053,-7.51594,1
11.16,17-16.wav,0.45842,1.405321,0.081927,0.081927,0.081927,0.081927,1.023527,-0.07977,4.459195,18.42348,-0.51913,8.645772,0.380337089,0.02509431,-540.813,158.9547,18.42762,16.16742,-4.82519,9.378109,-15.7074,9.462847,-19.4333,-10.2301,-10.8483,-5.85899,-6.56486,-10.5275,8.47855,-13.4221,-8.82467,-12.1293,-2.01854,-5.38993,1
11.19,17-19.wav,0.855677,0.64672,0,0,0,0,0.829733,0.215194,2.396827,5.80813,-1.12613,8.642106,0.422038972,0.224067807,-414.716,144.448,15.81658,27.45513,-1.0445,2.019822,-21.188,4.580584,-11.3117,-16.274,-9.7226,-12.5868,-3.97651,-10.1274,5.399482,-6.86322,-6.13321,-2.39968,-1.22345,-2.10448,1
11.2,17-20.wav,0.912234,1.678184,0,0,0,0,2.004359,0.659241,3.99252,8.017438,-0.88613,8.644606,0.377819031,0.029593835,-540.116,166.7113,38.36034,28.832,5.233657,7.366412,-37.4029,-1.96902,-29.7215,-12.2795,-11.212,-4.52171,-5.9367,-14.4363,7.719711,-12.711,-2.11989,-5.41806,4.38552,-8.35366,1
11.21,17-21.wav,1.074454,-0.05557,0,0,0,0,0.961928,0.75987,1.279256,7.695421,-0.59413,8.626356,0.387621909,0.009799606,-544.94,86.05442,12.27838,59.77306,-12.9325,32.0976,-41.4263,4.541607,-18.6127,-2.62181,-14.5002,-0.63729,-5.85636,-11.8589,15.16884,-25.973,2.201958,-10.6455,-2.33428,-9.27338,1
11.22,17-22.wav,0.960507,1.240403,0,0,0,0,0.5261,0.222116,0.926787,8.417603,-0.29996,8.638467,0.398249418,0.025963388,-531.314,119.8871,37.47821,29.53737,11.46877,11.1569,-28.4348,1.616272,-21.0635,-13.092,-11.2452,-2.69356,-4.03073,-7.72954,5.761329,-15.0046,-2.90305,-7.57033,-1.98002,-6.3597,1
11.23,17-23.wav,0.941574,0.009031,0,0,0,0,0.589865,0.271898,1.040195,11.79731,-0.28472,8.61207,0.379601717,0.159629613,-484.843,123.7047,22.99575,29.50319,12.86274,1.015231,-26.0535,2.044904,-18.7369,-14.6192,-9.4756,-2.87865,-1.68624,-6.21933,2.490252,-15.0831,-6.4044,-4.43182,-2.38698,-7.27141,1
11.24,17-24.wav,0.824207,0.151983,0.014204,0.014204,0.014204,0.014204,0.502374,0.305707,0.874875,8.037981,-0.99259,8.567328,0.374169856,0.738966286,-359.519,126.7907,1.98001,12.13639,0.03869,-1.63069,-24.6347,-3.16417,-18.486,-11.3289,-6.6059,-6.7568,0.584229,-7.72066,-0.62621,-11.7267,-9.21201,-2.86778,-1.74801,-7.55901,1
11.25,17-25.wav,0.742939,0.210634,0,0,0,0,0.971944,0.382111,6.46273,15.5511,-1.28699,8.644392,0.428058714,0.066787459,-500.814,117.7462,27.51174,26.96923,1.752055,2.80291,-24.8035,6.894837,-23.1047,-15.1133,-5.39248,-5.2921,-0.92314,-5.03507,3.447756,-14.6103,-7.06961,-6.87413,-1.78337,-7.752,1
11.26,17-26.wav,0.499327,1.254661,0.00748,0.00748,0.00748,0.00748,0.886773,0.28441,3.23993,46.1122,-1.12297,8.604794,0.392605871,0.069393598,-512.132,113.5888,41.03517,23.47043,7.507708,1.817101,-19.2968,-5.34135,-16.9179,-13.3267,-8.79227,-5.8482,-2.77009,-2.38033,0.649141,-10.0203,-5.52745,-5.75013,-4.24757,-6.941,0
11.28,17-28.wav,0.326608,1.425865,0,0,0,0,0.798384,0.226375,3.41297,46.30629,-2.34684,8.218132,0.417018771,0.124095805,-501.529,103.5078,32.88585,17.54597,6.670867,0.442682,-14.77,-5.8815,-11.288,-10.3891,-8.32952,-2.81634,-4.12046,-7.09652,-1.66557,-10.4369,-7.42687,-4.36202,-4.09355,-6.06631,1
11.29,17-29.wav,0.403598,1.061255,0.007253,0.007253,0.007253,0.007253,0.806247,0.514154,1.083322,23.38116,-2.33038,8.159869,0.366941065,0.20605351,-454.966,119.1076,36.22032,28.05871,10.73613,-7.97342,-21.7036,-4.99222,-16.8964,-13.9666,-8.17167,-4.94688,-5.7191,-4.66773,1.898523,-10.4507,-6.56578,-3.76371,-4.05399,-6.00105,1
11.3,17-30.wav,0.320169,0.421289,0.022323,0.022323,0.022323,0.022323,0.837128,0.275093,1.996706,20.09108,-0.43024,8.547674,0.384300619,0.040146515,-486.461,133.0684,16.99672,26.52633,3.748703,5.108772,-24.0474,1.221406,-15.9064,-14.0814,-10.6271,-2.82529,-3.58273,-8.99089,6.140822,-12.2395,-5.1381,-3.44106,-4.11259,-7.8138,1
11.31,17-31.wav,0.312407,0.303776,0,0,0,0,0.795362,0.408999,1.107547,17.49796,-0.09466,8.463159,0.425475538,0.124594413,-494.362,104.2623,27.8882,22.22306,12.98196,0.670389,-22.0827,-5.90011,-11.6868,-7.43258,-8.00222,-4.14422,-3.12214,-7.9359,-0.1995,-8.8921,-5.77116,-4.0419,-3.38167,-6.57357,1
11.32,17-32.wav,0.263885,1.519005,0.012165,0.012165,0.012165,0.012165,0.947197,0.289468,2.789494,22.73273,0.524818,8.550588,0.403903902,0.086067677,-493.392,100.2709,40.15545,31.24125,17.7585,1.023045,-18.7035,-9.75993,-12.8044,-13.5281,-9.69362,-4.93246,-3.45202,-4.21308,-1.49162,-9.06453,-6.72997,-2.62547,-3.58881,-5.91584,1
11.33,17-33.wav,0.43095,2.774723,0,0,0,0,1.065441,0.423374,2.640414,25.57058,-0.32513,8.621045,0.402635187,0.054654282,-513.662,126.301,38.84546,18.38638,-1.77048,-3.98572,-17.0662,-3.75832,-14.4281,-13.6252,-8.22549,-0.89631,-3.08128,-5.6851,2.954573,-8.94752,-7.17658,-5.19922,-3.17256,-6.19481,1
11.35,17-35.wav,0.466726,2.673019,0.029343,0.122281,0.075812,0.151625,0.904459,0.534919,2.046754,28.03824,0.743948,8.540323,0.406500816,0.073946081,-495.161,125.2063,23.5707,28.94875,11.99477,0.556968,-19.4847,0.799756,-14.8269,-15.8368,-11.315,-4.21961,-4.59408,-6.60168,3.220541,-11.8133,-6.00395,-2.74773,-2.79502,-6.80289,1
11.36,17-36.wav,0.49129,1.000426,0.057938,0.057938,0.057938,0.057938,0.762226,0.395422,1.038065,15.24453,1.723371,8.585962,0.377299845,0.561746538,-401.673,100.3939,16.82153,18.99821,9.931472,-7.7493,-22.7071,-7.96351,-12.2571,-9.67304,-6.37044,-3.90404,-2.72736,-4.30167,0.458961,-9.25804,-9.85607,-3.86665,-2.16614,-7.14383,1
11.37,17-37.wav,0.462841,2.151668,0.015156,0.094951,0.044583,0.13375,0.94641,0.469962,5.985673,29.33871,1.432409,8.523468,0.423763394,0.06158248,-505.273,94.22989,28.52592,28.25632,16.75782,1.298872,-16.1163,-12.1973,-12.1827,-9.0067,-8.97744,-6.64659,-5.48515,-6.31939,-1.75039,-7.66812,-7.45413,-3.79345,-2.83024,-6.00671,1
11.38,17-38.wav,0.49942,0.034105,0.000401,0.002505,0.001453,0.002906,0.991777,0.436685,1.922964,15.86843,0.861256,8.645032,0.433506668,0.226328999,-372.995,132.9787,-6.16091,23.41249,5.89731,3.759637,-24.7996,-14.2411,-10.1237,-5.19242,-2.28161,-7.92926,-3.75272,-8.18067,2.125803,-8.54988,-8.47355,-3.67396,-2.20065,-4.09242,1
12.8,21-08.wav,0.557584,7.339453,0.011054,0.093602,0.028391,0.255518,0.886657,0.064942,10.27789,35.46629,0.48337,94.67335,0.393601626,0.069320954,-455.594,122.8617,6.748223,30.54849,-6.92064,3.800584,-19.8856,2.295588,-20.1025,-4.06329,-1.55496,-7.35605,-0.51648,-10.2819,-0.99332,-10.7136,1.683634,-6.7877,-1.93844,-2.53714,1
12.1,21-10.wav,-0.26355,31.69366,0.020501,0.186567,0.072817,0.873802,1.321623,-0.33102,4.951207,51.54329,-19.1417,65.89809,0.470690846,0.091224983,-409.919,129.1659,-11.192,27.9433,-21.6773,13.06662,-22.0453,4.67525,-21.2855,-2.97898,-2.25362,-4.98459,3.991748,-11.6592,0.028829,-12.9941,2.135206,-8.8146,-0.8362,-4.72008,1
12.13,21-13.wav,-3.30638,101.2379,0.076621,0.647354,0.350465,1.40186,1.21362,0.061756,7.214365,32.76773,-39.0859,77.46432,0.410718083,0.048514329,-444.205,137.3473,5.862021,41.1416,-9.11963,16.34585,-27.1579,-0.30124,-20.3691,-3.08488,-3.39945,-9.87013,-0.55074,-12.6362,2.108744,-12.2661,1.351028,-7.54733,-0.94927,-3.863,1
12.14,21-14.wav,0.917684,2.839263,0.010582,0.010582,0.010582,0.010582,0.306543,0.065496,1.12471,5.211234,-22.7546,111.477,0.405587047,0.151815042,-429.811,116.1929,20.77208,16.71614,-4.82584,-0.72264,-11.7247,-5.77793,-15.3162,-4.91775,-1.48477,-4.37344,-0.71495,-7.82371,-4.48954,-7.87605,-1.45482,-5.61818,-4.84126,-3.59951,1
12.16,21-16.wav,0.20004,6.040012,0.021534,0.077399,0.04534,0.226699,0.226404,0.057047,0.430847,6.792133,-19.3573,114.0487,0.408365399,0.169308797,-410.424,133.0041,9.97627,20.99066,-1.73484,1.864376,-18.4145,-6.323,-18.2298,-5.61709,-4.06774,-7.52734,-1.40334,-8.78609,-1.10102,-8.7245,-1.81502,-5.99132,-2.60051,-3.64502,1
12.17,21-17.wav,-4.19634,209.9794,0.151061,1.070872,0.595182,2.380729,0.658632,-0.00569,4.577407,31.61434,-9.87513,93.8736,0.395201862,0.093473293,-426.472,134.2832,8.730132,32.92639,-9.94386,9.236605,-21.3415,-1.66094,-20.1619,-3.55398,-2.9125,-7.04341,1.301943,-9.96098,-0.6297,-13.6172,-0.07334,-6.51081,-1.77988,-3.92483,1
12.19,21-19.wav,1.496276,1.860113,0.020367,0.081161,0.050764,0.101527,0.479157,0.013698,3.477475,5.270726,1.52662,114.5077,0.404075354,0.12022911,-436.488,161.3205,10.65014,20.55985,-28.0263,1.907021,-16.4775,6.478312,-14.3149,-6.20049,1.432555,-6.71916,5.547853,-11.5326,-4.68134,-15.4809,-3.57935,-6.84414,-4.3613,-1.75739,1
12.21,21-21.wav,1.538105,1.047258,0.018772,0.021685,0.020229,0.040458,0.201969,0.085577,0.383343,2.019692,5.036343,113.885,0.361671716,0.277727008,-397.133,137.176,14.54679,25.2585,-14.9235,-1.41189,-14.2201,-5.5963,-18.6821,-11.3404,-2.39569,-5.49235,2.358425,-8.95527,-1.89056,-10.6653,-3.9487,-3.46989,-4.61537,-2.13135,1
12.27,21-27.wav,0.169281,19.60685,0.046096,0.087256,0.069681,0.278725,0.420204,0.014668,4.565912,27.31328,4.728585,112.9224,0.351831913,0.052684706,-578.454,54.19171,5.978683,14.20539,-5.22378,7.064358,-15.2252,4.38711,-13.6634,-0.45422,-3.05807,-4.53777,2.322048,-6.43146,3.710137,-8.2071,2.129417,-4.10898,-1.01385,-1.47562,1
12.29,21-29.wav,-23.2384,987.8386,0.26888,0.936759,0.577008,2.308033,0.500442,0.140422,3.036643,26.52345,0.341729,107.3687,0.423713297,0.111596651,-426.549,140.1508,9.859693,22.80278,-12.9566,10.4761,-22.9481,1.521378,-17.8854,-3.49951,-5.44183,-9.13375,3.400124,-8.85739,0.745509,-11.6197,0.287933,-9.10924,-4.34502,-4.24188,0
12.3,21-30.wav,-9.99083,345.308,0.254644,1.413818,0.847024,4.235118,0.581308,-0.0237,2.496095,22.08971,8.562356,113.6428,0.338600874,0.295025349,-399.221,150.083,18.22097,23.92017,-26.4294,1.780754,-21.1951,-0.35623,-15.6371,-6.29305,-8.66444,-9.14184,0.58987,-8.00882,3.589743,-9.23168,-0.35128,-7.68724,-3.01005,-3.2738,0
12.31,21-31.wav,-19.4621,481.1529,0.401801,1.825089,0.847743,4.238717,3.527576,1.569282,5.168784,28.22061,4.600787,113.205,0.418263048,0.090248898,-434.841,139.0965,12.55117,22.10581,-10.648,8.525986,-23.5614,-8.78264,-17.6402,0.135955,-1.24425,-7.87633,0.41382,-7.21116,0.269711,-10.5101,-0.82481,-9.80761,-4.64604,-3.78696,1
12.32,21-32.wav,-4.88238,138.6873,0.059713,0.38739,0.197389,1.776497,2.933108,0.00802,11.50551,87.99325,3.621977,114.3007,0.405566394,0.110597052,-414.759,134.6477,17.45458,23.46609,-4.53829,6.493211,-18.0703,-7.75135,-19.5209,-4.22532,-3.80534,-7.32544,0.606124,-10.0963,-2.32252,-10.8276,-3.18676,-6.96033,-3.7514,-3.04054,1
12.33,21-33.wav,-0.34752,4.984469,0.004237,0.031768,0.018008,0.234104,0.440015,0.042644,5.511976,13.64045,5.190683,113.4537,0.437052011,0.097387381,-452.683,117.2271,3.472109,28.29042,-12.5487,12.3706,-16.2882,0.127765,-19.8379,-4.46009,-4.83605,-6.00391,3.064905,-10.1365,0.270877,-12.5792,-0.12909,-7.21952,-2.08855,-2.64645,1
12.35,21-35.wav,-15.3415,937.1344,0.251101,2.479614,0.908807,7.270453,1.040898,-0.06801,5.731353,63.49477,0.458431,104.6887,0.430669248,0.136799797,-411.436,119.574,8.477587,27.1407,-9.83796,9.255271,-16.7988,-3.75718,-16.8608,-6.5217,-5.92549,-6.92631,-0.09706,-10.0521,-0.65523,-10.9688,-1.48893,-6.43611,-2.50412,-3.63983,0
12.37,21-37.wav,-9.04562,270.669,0.123155,0.546244,0.39351,2.361058,1.655001,0.103166,4.307341,51.30504,-5.11807,113.2895,0.465339959,0.05669684,-454.085,132.6797,20.09599,23.77139,-1.19595,6.106556,-14.1538,-5.48573,-12.6621,-7.04099,-4.00006,-10.7374,-2.16615,-8.28582,-2.55653,-9.01944,-3.63804,-5.60427,-5.8328,-2.43014,1
13.1,22-01.wav,-0.12547,-0.00769,0,0,0,0,0.622862,0.087522,1.287079,4.360035,-2.57755,25.92718,0.473576218,0.006297569,-514.026,139.9285,-11.3188,56.90848,-16.027,21.30957,-22.7849,11.75166,-11.9745,-1.88016,-5.00818,-10.5084,4.626604,-15.9453,1.911924,-12.6459,3.080743,-6.51251,-2.27276,-2.90081,0
13.3,22-03.wav,-0.20229,-0.00455,0,0,0,0,0.523729,0.222503,0.916691,3.142375,-1.48505,26.01804,0.341347158,0.007482708,-512.735,148.7704,-5.4126,36.84118,-18.4676,25.75688,-25.9426,9.358186,-15.9401,4.720972,-6.0204,-8.76837,-1.45281,-15.5116,3.439127,-14.2083,3.251833,-9.31433,0.966421,-7.14395,1
13.4,22-04.wav,-0.20649,0.053823,0.00601,0.00601,0.00601,0.00601,1.027317,0.378156,2.294885,8.218539,-2.47005,25.81934,0.394229501,0.009702954,-487.756,148.3058,-9.98714,39.34242,-21.544,15.49802,-33.7302,3.425327,-15.183,4.980803,-5.84558,-6.19046,2.980989,-13.3219,3.564514,-15.2449,3.178986,-9.91252,-1.51815,-5.84016,1
13.5,22-05.wav,-0.17624,1.378397,0.009809,0.036722,0.018474,0.092369,0.960183,0.089528,3.811762,41.28785,-4.81838,24.743,0.404645205,0.03114189,-476.032,95.49445,-6.21158,20.46091,-7.53555,6.416593,-21.0894,-0.51238,-11.0814,0.108618,-4.76384,-5.45489,-0.30963,-8.64092,1.823325,-9.90488,0.612308,-5.6777,-2.08696,-4.24911,0
13.6,22-06.wav,-0.10869,0.25876,0.000858,0.000885,0.000871,0.001743,0.633003,0.117295,3.025016,27.21913,-6.95247,25.96181,0.387217879,0.021958366,-470.749,132.3014,0.354344,30.41127,-7.06245,6.644179,-23.6871,-2.89035,-13.9368,-1.88142,-6.74991,-5.89633,-0.36835,-11.1304,0.666061,-11.2071,1.050903,-6.76588,-2.72027,-4.51054,0
13.7,22-07.wav,-0.17247,2.950677,0.008488,0.008488,0.008488,0.008488,1.15327,-0.76047,5.427522,77.26906,-2.12338,16.04088,0.418334901,0.009520813,-474.618,151.2145,-21.852,40.20945,-24.001,18.51586,-31.657,8.946783,-12.3487,6.81243,-5.8599,-8.98509,1.430518,-13.779,0.902512,-17.7168,4.388664,-9.87609,0.816843,-6.41148,0
13.8,22-08.wav,-0.36493,1.193425,0.007397,0.021293,0.013269,0.053077,1.179803,0.154473,5.824751,49.55171,4.559069,25.53308,0.29428795,0.024379918,-481.947,132.8905,-3.17987,28.1878,-15.6791,9.918098,-23.0922,1.552478,-14.0511,1.914918,-6.01836,-7.89285,0.032185,-13.2645,0.712491,-12.9029,-0.25109,-8.47375,-2.61915,-5.72406,0
13.1,22-10.wav,-0.77643,4.376491,0.005648,0.054475,0.019278,0.212053,1.481929,0.081506,5.165582,75.57838,-1.77697,24.48113,0.439917505,0.011404376,-475.067,126.0004,-12.2409,35.1582,-16.3257,19.08374,-21.9163,6.583377,-12.5724,1.872328,-5.66692,-7.17467,0.272343,-13.3129,1.997422,-14.0702,2.057425,-8.60278,-1.52991,-5.24236,1
13.13,22-13.wav,-0.64939,0.410901,0.004037,0.025323,0.013332,0.039997,0.778548,-0.08171,4.696774,40.48447,-3.60107,25.86534,0.361172825,0.024614727,-473.816,132.5835,-9.86034,32.07722,-17.8073,13.12053,-22.1771,0.71214,-15.8342,1.806671,-6.91421,-10.1522,1.071038,-10.2833,3.199223,-13.5059,2.362856,-7.17003,-3.37005,-6.36538,1
13.16,22-16.wav,-0.66276,0.677809,0,0,0,0,0.655621,-0.18491,2.365846,29.50297,2.798841,23.0588,0.34402442,0.023085574,-519.011,91.57455,-1.56597,21.32703,-5.39031,9.697956,-21.0937,2.289404,-8.48231,1.901221,-6.32507,-6.64472,3.03193,-8.95997,1.205581,-11.429,1.17479,-5.42323,-3.20846,-3.64701,0
13.17,22-17.wav,-0.72531,0.942266,0,0,0,0,0.884901,0.192885,3.563397,12.38862,-1.50851,25.94169,0.348284543,0.023297241,-436.014,140.4772,-17.2006,30.90813,-19.2472,13.85052,-26.763,0.522643,-12.2215,2.18521,-6.98504,-9.1326,0.851176,-13.8757,2.102946,-14.9736,0.272396,-6.97018,-3.42624,-5.66705,0
13.2,22-20.wav,-0.86605,0.35482,0,0,0,0,1.177127,0.428291,3.534549,14.12552,6.698952,26.00517,0.427194238,0.167908475,-445.838,113.4363,12.60153,19.96099,4.100689,0.522613,-10.9598,-10.1139,-10.1669,-5.2436,-3.01864,-6.31094,-6.56044,-8.89959,-2.33434,-5.97566,-2.25609,-1.02925,-3.96958,-2.62745,1
13.21,22-21.wav,-0.84022,-0.01149,0,0,0,0,0.71098,0.311359,3.502617,7.109799,6.007452,25.97618,0.537133455,0.013882503,-491.715,120.9338,-5.1485,42.1683,-15.743,20.1812,-22.0239,2.564019,-10.236,0.412559,1.059249,-10.7027,0.009936,-13.3914,3.683129,-12.6839,1.031012,-3.86406,-2.51947,-1.79466,0
13.22,22-22.wav,-1.08387,1.919627,0.003538,0.007832,0.005685,0.01137,1.128649,-0.62055,6.124178,32.73083,3.902644,23.81084,0.366969049,0.016556753,-476.613,131.7951,-17.313,37.93935,-22.3493,17.85765,-27.8394,3.263494,-16.6285,1.461839,-5.27544,-5.95643,0.971496,-13.6853,5.66337,-15.2924,1.699372,-8.97141,-2.57757,-5.63226,0
13.23,22-23.wav,-1.03842,0.808121,0,0,0,0,1.062874,0.102486,3.361003,27.63472,1.519952,26.00699,0.336640835,0.02391207,-453.724,144.5847,-8.11255,41.70029,-24.6381,9.96913,-19.1484,-2.64573,-19.7734,-2.63356,-7.14444,-4.75416,-2.64009,-14.1899,5.334693,-14.83,1.048628,-8.39795,-3.44227,-5.14876,0
13.24,22-24.wav,-0.90716,0.02193,0.002046,0.002118,0.002082,0.004164,0.32922,0.080735,0.62868,5.925953,0.730666,25.81041,0.361738592,0.038015995,-416.089,143.3222,-18.7309,23.6836,-23.8603,7.625906,-24.8483,-5.30881,-16.0475,-0.76586,-5.29589,-5.1267,0.319799,-12.5555,3.084943,-13.2006,-0.18148,-7.98114,-3.69313,-4.63727,0
